Level,Name,Option,Coin Address,PopTracker Group,Logic,Easy Skip,Hard Skip,Insane Skip,Misc
Alleys and Gullies,Alleys and Gullies - Central Hub - Plane Box #1 - Coin,Coinsanity,0x0C2EB4,Central Hub,Laser or Spin or Stomp or Disc Launcher,,,,
Alleys and Gullies,Alleys and Gullies - Central Hub - Plane Box #2 - Coin,Coinsanity,0x0C3374,Central Hub,Laser or Spin or Stomp or Disc Launcher,,,,
Alleys and Gullies,Alleys and Gullies - Central Hub - Zurg Boat #2 - Coin,Coinsanity,0x0C3834,Central Hub,Laser or Spin or Stomp or Disc Launcher,,,,
Alleys and Gullies,Alleys and Gullies - Rain River - Zurg Boat #1 - Coin,Coinsanity,0x0C38CC,Rain River,Double Jump and Ledge Grab and Push and (Laser or Spin or Disc Launcher),,Push and Ledge Grab and Double Jump and Stomp,,
Alleys and Gullies,Alleys and Gullies - Rain River - Zurg Boat #2 - Coin,Coinsanity,0x0C31AC,Rain River,Double Jump and Ledge Grab and Push and (Laser or Spin or Disc Launcher),,Push and Ledge Grab and Double Jump and Stomp,,
Alleys and Gullies,Alleys and Gullies - Rain River - By Slinky #1 - Coin,Coinsanity,0x0C7658,Rain River,Push and Ledge Grab and Double Jump,,,,
Alleys and Gullies,Alleys and Gullies - Rain River - By Slinky #2 - Coin,Coinsanity,0x0C7668,Rain River,Push and Ledge Grab and Double Jump,,,,
Alleys and Gullies,Alleys and Gullies - Central Hub - Bigger Box - Coin,Coinsanity,0x0C7908,Central Hub,Ledge Grab or Double Jump,,,,
Alleys and Gullies,Alleys and Gullies - Central Hub - Zipline Near Market #1 - Coin,Coinsanity,0x0C7688,Central Hub,Ledge Grab or Double Jump,,,,
Alleys and Gullies,Alleys and Gullies - Central Hub - Zipline Near Market #2 - Coin,Coinsanity,0x0C7698,Central Hub,Rope Sliding and (Ledge Grab or Double Jump),,,,
Alleys and Gullies,Alleys and Gullies - Central Hub - Dumpster Near Market - Coin,Coinsanity,0x0C76A8,Central Hub,Rope Sliding and (Ledge Grab or Double Jump),,,,
Alleys and Gullies,Alleys and Gullies - Market - Plane #1 - Coin,Coinsanity,0x0C4182,Market,Rope Sliding and (Ledge Grab or Double Jump),,,,
Alleys and Gullies,Alleys and Gullies - Market - Plane #2 - Coin,Coinsanity,0x0C421A,Market,Rope Sliding and (Ledge Grab or Double Jump),,,,
Alleys and Gullies,Alleys and Gullies - Market - Plane Box - Coin,Coinsanity,0x0C4084,Market,Rope Sliding and ((Ledge Grab or Double Jump) and (Laser or Spin or Stomp or Disc Launcher)),,,,
Alleys and Gullies,Alleys and Gullies - Market - Bouncing Zurg Robot - Coin,Coinsanity,0x0C4052,Market,Rope Sliding and ((Ledge Grab or Double Jump) and (Laser or Spin or Stomp or Disc Launcher)),,,,
Alleys and Gullies,Alleys and Gullies - Market - Propeller Zurg Robot #1 - Coin,Coinsanity,0x0C3C2A,Market,Rope Sliding and ((Ledge Grab or Double Jump) and (Laser or Spin or Disc Launcher)),,,,
Alleys and Gullies,Alleys and Gullies - Market - Zurg Soldier - Coin,Coinsanity,0x0C42B2,Market,Double Jump and Ledge Grab and Pole Vault and Rope Sliding and (Spin or Stomp or Disc Launcher),Double Jump and Ledge Grab and Rope Sliding and (Spin or Stomp or Disc Launcher),,,
Alleys and Gullies,Alleys and Gullies - Market - Propeller Zurg Robot #2 - Coin,Coinsanity,0x0C3FBA,Market,Double Jump and Rope Sliding and Ledge Grab and (Laser or Disc Launcher),,,,
Alleys and Gullies,Alleys and Gullies - Market - Propeller Zurg Robot #3 - Coin,Coinsanity,0x0C3F22,Market,Double Jump and Ledge Grab and Rope Sliding and ((Laser and Visor) or Disc Launcher),,,,
Alleys and Gullies,Alleys and Gullies - Market - Hamm's Umbrella #1 - Coin,Coinsanity,0x0C76D8,Market,Double Jump and Rope Sliding and Ledge Grab and Stomp and Pole Vault and Rocket Boots,Double Jump and Rope Sliding and Ledge Grab,,,
Alleys and Gullies,Alleys and Gullies - Market - Hamm's Umbrella #2 - Coin,Coinsanity,0x0C7748,Market,Double Jump and Rope Sliding and Ledge Grab and Stomp and Pole Vault and Rocket Boots,Double Jump and Rope Sliding and Ledge Grab,,,
Alleys and Gullies,Alleys and Gullies - Market - Hamm's Umbrella #3 - Coin,Coinsanity,0x0C7738,Market,Double Jump and Rope Sliding and Ledge Grab and Stomp and Pole Vault and Rocket Boots,Double Jump and Rope Sliding and Ledge Grab,,,
Alleys and Gullies,Alleys and Gullies - Market - Hamm's Umbrella #4 - Coin,Coinsanity,0x0C7728,Market,Double Jump and Rope Sliding and Ledge Grab and Stomp and Pole Vault and Rocket Boots,Double Jump and Rope Sliding and Ledge Grab,,,
Alleys and Gullies,Alleys and Gullies - Market - Hamm's Umbrella #5 - Coin,Coinsanity,0x0C7718,Market,Double Jump and Rope Sliding and Ledge Grab and Stomp and Pole Vault and Rocket Boots,Double Jump and Rope Sliding and Ledge Grab,,,
Alleys and Gullies,Alleys and Gullies - Market - Hamm's Umbrella #6 - Coin,Coinsanity,0x0C7708,Market,Double Jump and Rope Sliding and Ledge Grab and Stomp and Pole Vault and Rocket Boots,Double Jump and Rope Sliding and Ledge Grab,,,
Alleys and Gullies,Alleys and Gullies - Market - Hamm's Umbrella #7 - Coin,Coinsanity,0x0C76F8,Market,Double Jump and Rope Sliding and Ledge Grab and Stomp and Pole Vault and Rocket Boots,Double Jump and Rope Sliding and Ledge Grab,,,
Alleys and Gullies,Alleys and Gullies - Market - Hamm's Umbrella #8 - Coin,Coinsanity,0x0C76E8,Market,Double Jump and Rope Sliding and Ledge Grab and Stomp and Pole Vault and Rocket Boots,Double Jump and Rope Sliding and Ledge Grab,,,
Alleys and Gullies,Alleys and Gullies - Market - Awning above Melons - Coin,Coinsanity,0x0C76B8,Market,Double Jump and Rope Sliding and Ledge Grab and Stomp and Pole Vault and Rocket Boots,Double Jump and Rope Sliding and Ledge Grab,,,
Alleys and Gullies,Alleys and Gullies - Market - 2nd Umbrella #1 - Coin,Coinsanity,0x0C7758,Market,Double Jump and Rope Sliding and Ledge Grab and Stomp and Pole Vault,Stomp and Double Jump and Ledge Grab and Rope Sliding,Double Jump and Ledge Grab and Rope Sliding,,
Alleys and Gullies,Alleys and Gullies - Market - 2nd Umbrella #2 - Coin,Coinsanity,0x0C77C8,Market,Double Jump and Rope Sliding and Ledge Grab and Stomp and Pole Vault,Stomp and Double Jump and Ledge Grab and Rope Sliding,Double Jump and Ledge Grab and Rope Sliding,,
Alleys and Gullies,Alleys and Gullies - Market - 2nd Umbrella #3 - Coin,Coinsanity,0x0C77B8,Market,Double Jump and Rope Sliding and Ledge Grab and Stomp and Pole Vault,Stomp and Double Jump and Ledge Grab and Rope Sliding,Double Jump and Ledge Grab and Rope Sliding,,
Alleys and Gullies,Alleys and Gullies - Market - 2nd Umbrella #4 - Coin,Coinsanity,0x0C77A8,Market,Double Jump and Rope Sliding and Ledge Grab and Stomp and Pole Vault,Stomp and Double Jump and Ledge Grab and Rope Sliding,Double Jump and Ledge Grab and Rope Sliding,,
Alleys and Gullies,Alleys and Gullies - Market - 2nd Umbrella #5 - Coin,Coinsanity,0x0C7798,Market,Double Jump and Rope Sliding and Ledge Grab and Stomp and Pole Vault,Stomp and Double Jump and Ledge Grab and Rope Sliding,Double Jump and Ledge Grab and Rope Sliding,,
Alleys and Gullies,Alleys and Gullies - Market - 2nd Umbrella #6 - Coin,Coinsanity,0x0C7788,Market,Double Jump and Rope Sliding and Ledge Grab and Stomp and Pole Vault,Stomp and Double Jump and Ledge Grab and Rope Sliding,Double Jump and Ledge Grab and Rope Sliding,,
Alleys and Gullies,Alleys and Gullies - Market - 2nd Umbrella #7 - Coin,Coinsanity,0x0C7778,Market,Double Jump and Rope Sliding and Ledge Grab and Stomp and Pole Vault,Stomp and Double Jump and Ledge Grab and Rope Sliding,Double Jump and Ledge Grab and Rope Sliding,,
Alleys and Gullies,Alleys and Gullies - Market - 2nd Umbrella #8 - Coin,Coinsanity,0x0C7768,Market,Double Jump and Rope Sliding and Ledge Grab and Stomp and Pole Vault,Stomp and Double Jump and Ledge Grab and Rope Sliding,Double Jump and Ledge Grab and Rope Sliding,,
Alleys and Gullies,Alleys and Gullies - Market - Awning Near Token - Coin,Coinsanity,0x0C76C8,Market,Double Jump and Rope Sliding and Ledge Grab and Stomp and Pole Vault,Stomp and Double Jump and Ledge Grab and Rope Sliding,Double Jump and Ledge Grab and Rope Sliding,,
Alleys and Gullies,Alleys and Gullies - Central Hub - Dumpster Near Ladders - Coin,Coinsanity,0x0C7478,Central Hub,Visor and Grappling Hook,,,,
Alleys and Gullies,Alleys and Gullies - Floor 1 Balconies - SE Ladder #1 - Coin,Coinsanity,0x0C7488,Floor 1 Balconies,Visor and Pole Climb and Grappling Hook,,,,
Alleys and Gullies,Alleys and Gullies - Floor 1 Balconies - SE Ladder #2 - Coin,Coinsanity,0x0C7498,Floor 1 Balconies,Visor and Pole Climb and Grappling Hook,,,,
Alleys and Gullies,Alleys and Gullies - Floor 1 Balconies - SE Guardrail - Coin,Coinsanity,0x0C74A8,Floor 1 Balconies,Visor and Pole Climb and Grappling Hook,,,,
Alleys and Gullies,Alleys and Gullies - Floor 1 Balconies - 1st Zipline #1 - Coin,Coinsanity,0x0C74B8,Floor 1 Balconies,Visor and Pole Climb and Grappling Hook,,,,
Alleys and Gullies,Alleys and Gullies - Floor 1 Balconies - 1st Zipline #2 - Coin,Coinsanity,0x0C74C8,Floor 1 Balconies,Visor and Pole Climb and Rope Sliding and Grappling Hook,Visor and Pole Climb and Double Jump and Grappling Hook,,,
Alleys and Gullies,Alleys and Gullies - Floor 1 Balconies - N Guardrail #1 - Coin,Coinsanity,0x0C74D8,Floor 1 Balconies,Visor and Pole Climb and Rope Sliding and Grappling Hook,Visor and Pole Climb and Double Jump and Grappling Hook,,,
Alleys and Gullies,Alleys and Gullies - Floor 1 Balconies - Bouncing Zurg Robot - Coin,Coinsanity,0x0C3342,Floor 1 Balconies,Grappling Hook and Pole Climb and Rope Sliding and Visor and (Laser or Spin or Stomp or Disc Launcher),Double Jump and Grappling Hook and Pole Climb and Visor and (Laser or Spin or Stomp or Disc Launcher),,,
Alleys and Gullies,Alleys and Gullies - Floor 1 Balconies - N Guardrail #2 - Coin,Coinsanity,0x0C74E8,Floor 1 Balconies,Visor and Pole Climb and Rope Sliding and Grappling Hook,Visor and Pole Climb and Double Jump and Grappling Hook,,,
Alleys and Gullies,Alleys and Gullies - Floor 1 Balconies - N Windowsill - Coin,Coinsanity,0x0C74F8,Floor 1 Balconies,Visor and Pole Climb and Rope Sliding and Grappling Hook and (Ledge Grab or Double Jump),,,,
Alleys and Gullies,Alleys and Gullies - Floor 1 Balconies - 2nd Zipline - Coin,Coinsanity,0x0C7508,Floor 1 Balconies,Visor and Pole Climb and Rope Sliding and Grappling Hook and (Ledge Grab or Double Jump),,,,
Alleys and Gullies,Alleys and Gullies - Floor 1 Balconies - SW Guardrail - Coin,Coinsanity,0x0C7518,Floor 1 Balconies,Visor and Pole Climb and Rope Sliding and Grappling Hook and (Ledge Grab or Double Jump),,,,
Alleys and Gullies,Alleys and Gullies - Floor 2 Balconies - SW Ladder to 2nd Floor - Coin,Coinsanity,0x0C7538,Central Hub,Visor and Pole Climb and Rope Sliding and Grappling Hook and (Ledge Grab or Double Jump),,,,
Alleys and Gullies,Alleys and Gullies - Central Hub - Tall Trash Can - Coin,Coinsanity,0x0C7528,Floor 2 Balconies,Visor and Pole Climb and Rope Sliding and Grappling Hook and (Ledge Grab or Double Jump),,,,
Alleys and Gullies,Alleys and Gullies - Floor 2 Balconies - SW Balcony - Coin,Coinsanity,0x0C7548,Floor 2 Balconies,Visor and Pole Climb and Rope Sliding and Grappling Hook and (Ledge Grab or Double Jump),,,,
Alleys and Gullies,Alleys and Gullies - Floor 2 Balconies - Bouncing Zurg Robot #1 - Coin,Coinsanity,0x0C317A,Floor 2 Balconies,Grappling Hook and Pole Climb and Rope Sliding and Visor and ((Laser or Spin or Stomp or Disc Launcher) and (Ledge Grab or Double Jump)),,,,
Alleys and Gullies,Alleys and Gullies - Floor 2 Balconies - SW Guardrail - Coin,Coinsanity,0x0C7558,Floor 2 Balconies,Visor and Pole Climb and Rope Sliding and Grappling Hook and (Ledge Grab or Double Jump),,,,
Alleys and Gullies,Alleys and Gullies - Floor 2 Balconies - 1st Zipline #1 - Coin,Coinsanity,0x0C7568,Floor 2 Balconies,Visor and Pole Climb and Rope Sliding and Grappling Hook and (Ledge Grab or Double Jump),,,,
Alleys and Gullies,Alleys and Gullies - Floor 2 Balconies - 1st Zipline #2 - Coin,Coinsanity,0x0C7578,Floor 2 Balconies,Visor and Pole Climb and Rope Sliding and Grappling Hook and (Ledge Grab or Double Jump),,,,
Alleys and Gullies,Alleys and Gullies - Floor 2 Balconies - Bouncing Zurg Robot #2 - Coin,Coinsanity,0x0C32AA,Floor 2 Balconies,Grappling Hook and Pole Climb and Rope Sliding and Visor and ((Laser or Spin or Stomp or Disc Launcher) and (Ledge Grab or Double Jump)),,,,
Alleys and Gullies,Alleys and Gullies - Floor 2 Balconies - AC Unit - Coin,Coinsanity,0x0C7588,Floor 2 Balconies,Visor and Pole Climb and Rope Sliding and Grappling Hook and (Ledge Grab or Double Jump),,,,
Alleys and Gullies,Alleys and Gullies - Floor 2 Balconies - SE Pipe Climb #1 - Coin,Coinsanity,0x0C7938,Floor 2 Balconies,Visor and Pole Climb and Rope Sliding and Grappling Hook and (Ledge Grab or Double Jump),,,,
Alleys and Gullies,Alleys and Gullies - Floor 2 Balconies - SE Pipe Climb #2 - Coin,Coinsanity,0x0C7928,Floor 2 Balconies,Visor and Pole Climb and Rope Sliding and Grappling Hook and (Ledge Grab or Double Jump),,,,
Alleys and Gullies,Alleys and Gullies - Floor 2 Balconies - SE Pipe Climb #3 - Coin,Coinsanity,0x0C7918,Floor 2 Balconies,Visor and Pole Climb and Rope Sliding and Grappling Hook and (Ledge Grab or Double Jump),,,,
Alleys and Gullies,Alleys and Gullies - Floor 3 Windowsills - 2nd Zipline #1 - Coin,Coinsanity,0x0C7598,Floor 3 Balconies,Visor and Pole Climb and Rope Sliding and Grappling Hook and (Ledge Grab or Double Jump),,,,
Alleys and Gullies,Alleys and Gullies - Floor 3 Windowsills - 2nd Zipline #2 - Coin,Coinsanity,0x0C75A8,Floor 3 Balconies,Visor and Pole Climb and Rope Sliding and Grappling Hook and (Ledge Grab or Double Jump),,,,
Alleys and Gullies,Alleys and Gullies - Floor 3 Windowsills - 2nd Zipline #3 - Coin,Coinsanity,0x0C75B8,Floor 3 Balconies,Visor and Pole Climb and Rope Sliding and Grappling Hook and (Ledge Grab or Double Jump),,,,
Alleys and Gullies,Alleys and Gullies - Floor 3 Windowsills - 3rd Zipline #1 - Coin,Coinsanity,0x0C75C8,Floor 3 Balconies,Visor and Pole Climb and Rope Sliding and Grappling Hook and (Ledge Grab or Double Jump),,,,
Alleys and Gullies,Alleys and Gullies - Floor 3 Windowsills - 3rd Zipline #2 - Coin,Coinsanity,0x0C75D8,Floor 3 Balconies,Visor and Pole Climb and Rope Sliding and Grappling Hook and (Ledge Grab or Double Jump),,,,
Alleys and Gullies,Alleys and Gullies - Floor 3 Windowsills - 3rd Zipline #3 - Coin,Coinsanity,0x0C75E8,Floor 3 Balconies,Visor and Pole Climb and Rope Sliding and Grappling Hook and (Ledge Grab or Double Jump),,,,
Alleys and Gullies,Alleys and Gullies - Floor 3 Windowsills - SW Pole Climb #1 - Coin,Coinsanity,0x0C75F8,Floor 3 Balconies,Visor and Pole Climb and Rope Sliding and Grappling Hook and (Ledge Grab or Double Jump),,,,
Alleys and Gullies,Alleys and Gullies - Floor 3 Windowsills - SW Pole Climb #2 - Coin,Coinsanity,0x0C7608,Floor 3 Balconies,Visor and Pole Climb and Rope Sliding and Grappling Hook and (Ledge Grab or Double Jump),,,,
Alleys and Gullies,Alleys and Gullies - Floor 3 Windowsills - SW Pole Climb #3 - Coin,Coinsanity,0x0C7618,Floor 3 Balconies,Visor and Pole Climb and Rope Sliding and Grappling Hook and (Ledge Grab or Double Jump),,,,
Alleys and Gullies,Alleys and Gullies - Floor 3 Windowsills - Pole to Rain Gutter - Coin,Coinsanity,0x0C7628,Floor 3 Balconies,Visor and Pole Climb and Rope Sliding and Grappling Hook and (Ledge Grab or Double Jump),,,,
Alleys and Gullies,Alleys and Gullies - Floor 3 Windowsills - Rain Gutter Jump #1 - Coin,Coinsanity,0x0C7638,Floor 3 Balconies,Visor and Pole Climb and Rope Sliding and Grappling Hook and (Ledge Grab or Double Jump),,,,
Alleys and Gullies,Alleys and Gullies - Floor 3 Windowsills - Rain Gutter Jump #2 - Coin,Coinsanity,0x0C7648,Floor 3 Balconies,Visor and Pole Climb and Rope Sliding and Grappling Hook and (Ledge Grab or Double Jump),,,,
Alleys and Gullies,Alleys and Gullies - Boss Arena - Clowntop - Coin,Coinsanity,0x0C307C,Boss Arena,Visor and Pole Climb and Rope Sliding and Double Jump and Grappling Hook and (Laser or Spin or Stomp),,,,
Alleys and Gullies,Alleys and Gullies - Boss Arena - Corner - Coin,Coinsanity,0x0C7678,Boss Arena,Visor and Pole Climb and Rope Sliding and Double Jump and Grappling Hook,,,,
Alleys and Gullies,Alleys and Gullies - Rain River - Near Duck #1 - Coin,Coinsanity,0x0C78E8,Rain River,Push and Ledge Grab and Double Jump,,,,
Alleys and Gullies,Alleys and Gullies - Rain River - Near Duck #2 - Coin,Coinsanity,0x0C78D8,Rain River,Push and Ledge Grab and Double Jump,,,,
Alleys and Gullies,Hamm's 50 Coins Token - Alleys and Gullies,Base AP,,,Rope Sliding and (Ledge Grab or Double Jump),,,,50 Coins
Alleys and Gullies,Missing Toys Token - Alleys and Gullies,Base AP,,,,,,,5 Missing Toys
Alleys and Gullies,Race Token - Alleys and Gullies,Base AP,,,Double Jump and Ledge Grab and Push,,,,
Alleys and Gullies,Hidden Token - Alleys and Gullies,Base AP,,,Double Jump and Rope Sliding and Ledge Grab and Pole Vault and Stomp and Pole Climb,Stomp and Double Jump and Ledge Grab and Rope Sliding,Double Jump and Ledge Grab and Rope Sliding,,
Alleys and Gullies,Boss Token - Alleys and Gullies,Base AP,,,Visor and Pole Climb and Rope Sliding and Double Jump and Grappling Hook and (Laser or Spin or Stomp),,,,
Alleys and Gullies,Duck (Pool Behind Construction) - Alleys and Gullies,Base AP,,,Double Jump and Rope Sliding and Ledge Grab,Rope Sliding and (Ledge Grab or Double Jump),,,
Alleys and Gullies,Duck (Hidden Near Race) - Alleys and Gullies,Base AP,,,Double Jump and Ledge Grab and Push,,,,
Alleys and Gullies,Duck (Incline Parasol) - Alleys and Gullies,Base AP,,,Double Jump and Rope Sliding and Ledge Grab and Stomp and Pole Vault and Rocket Boots,Double Jump and Rope Sliding and Ledge Grab,,,
Alleys and Gullies,Duck (Window Sill) - Alleys and Gullies,Base AP,,,Visor and Pole Climb and Rope Sliding and Grappling Hook and (Double Jump or Ledge Grab),,,,
Alleys and Gullies,Duck (Rain Gutter) - Alleys and Gullies,Base AP,,,Visor and Pole Climb and Rope Sliding and Grappling Hook and (Double Jump or Ledge Grab),,,,
Alleys and Gullies,Life (Pool Behind Construction) - Alleys and Gullies,Lifesanity,,,Double Jump and Rope Sliding and Ledge Grab,Rope Sliding and (Ledge Grab or Double Jump),,,
Alleys and Gullies,Life (Lily Pad Behind Race) - Alleys and Gullies,Lifesanity,,,Double Jump and Ledge Grab and Push,,,,
Alleys and Gullies,Life (Window Sill) - Alleys and Gullies,Lifesanity,,,Visor and Pole Climb and Rope Sliding and Grappling Hook and (Double Jump or Ledge Grab),,,,
Alleys and Gullies,Green Laser - Alleys and Gullies,Green Laser Sanity,,,,,,,
Alleys and Gullies,Battery (Behind Construction) - Alleys and Gullies,Batterysanity,,,Rope Sliding and (Ledge Grab or Double Jump),,,,
Alleys and Gullies,Battery (Balcony Fence) - Alleys and Gullies,Batterysanity,,,Visor and Pole Climb and Rope Sliding and Grappling Hook and (Ledge Grab or Double Jump),,,,
Alleys and Gullies,Battery (Boss Arena) - Alleys and Gullies,Batterysanity,,,Visor and Pole Climb and Rope Sliding and Double Jump and Grappling Hook,,,,
Alleys and Gullies,Talk to Rex - Alleys and Gullies,Rexsanity,,,,,,,
Al's Toy Barn,Al's Toy Barn - Race Hallway - Trampoline - Coin,Coinsanity,0x0C75E8,Race Hallway,,,,,
Al's Toy Barn,Al's Toy Barn - Toy Aisles - Box near Basketballs - Coin,Coinsanity,0x0C7628,Toy Aisles,,,,,
Al's Toy Barn,Al's Toy Barn - Toy Aisles - Hula Hoop Aisle - Coin,Coinsanity,0x0C7668,Toy Aisles,,,,,
Al's Toy Barn,Al's Toy Barn - Toy Aisles - Plane #1 - Coin,Coinsanity,0x0C3AFA,Toy Aisles,,,,,
Al's Toy Barn,Al's Toy Barn - Toy Aisles - Plane #2 - Coin,Coinsanity,0x0C3B92,Toy Aisles,,,,,
Al's Toy Barn,Al's Toy Barn - Checkout - Plane #1 - Coin,Coinsanity,0x0C3932,Checkout,,,,,
Al's Toy Barn,Al's Toy Barn - Checkout - Plane #2 - Coin,Coinsanity,0x0C39CA,Checkout,,,,,
Al's Toy Barn,Al's Toy Barn - Checkout - Plane Box - Coin,Coinsanity,0x0C389A,Checkout,Laser or Spin or Stomp or Disc Launcher,,,,
Al's Toy Barn,Al's Toy Barn - Toy Aisles - Plane Box - Coin,Coinsanity,0x0C3A62,Toy Aisles,Laser or Spin or Stomp or Disc Launcher,,,,
Al's Toy Barn,Al's Toy Barn - Checkout - Floating Zurg Robot #1 - Coin,Coinsanity,0x0C3802,Checkout,Laser or Spin or Disc Launcher,,,,
Al's Toy Barn,Al's Toy Barn - Checkout - Floating Zurg Robot #2 - Coin,Coinsanity,0x0C3C2A,Checkout,Laser or Spin or Disc Launcher,,,,
Al's Toy Barn,Al's Toy Barn - Race Hallway - Floating Zurg Robot - Coin,Coinsanity,0x0C3CC2,Race Hallway,Laser or Spin or Disc Launcher,,,,
Al's Toy Barn,Al's Toy Barn - Checkout - Propeller Zurg Robot #1 - Coin,Coinsanity,0x0C40EA,Checkout,Laser or Spin or Disc Launcher,,,,
Al's Toy Barn,Al's Toy Barn - Outside Office - Propeller Zurg Robot - Coin,Coinsanity,0x0C4052,Office,Laser or Spin or Disc Launcher,,,,
Al's Toy Barn,Al's Toy Barn - Shipping - Floating Zurg Robot #1 - Coin,Coinsanity,0x0C3DF2,Shipping,Laser or Spin or Disc Launcher,,,,
Al's Toy Barn,Al's Toy Barn - Shipping - Floating Zurg Robot #2 - Coin,Coinsanity,0x0C3E8A,Shipping,Laser or Spin or Disc Launcher,,,,
Al's Toy Barn,Al's Toy Barn - Office - Floating Zurg Robot - Coin,Coinsanity,0x0C3D5A,Office,Laser or Spin or Disc Launcher,,,,
Al's Toy Barn,Al's Toy Barn - Toy Aisles - Last Aisle in Wall - Coin,Coinsanity,0x0C7688,Toy Aisles,Double Jump and Ledge Grab,,,,
Al's Toy Barn,Al's Toy Barn - Toy Aisles - End of Aisles by Chick - Coin,Coinsanity,0x0C7698,Toy Aisles,Double Jump and Ledge Grab and Push,,Double Jump and Rocket Boots,,
Al's Toy Barn,Al's Toy Barn - Ventilation Shaft - Floating Zurg Robot - Coin,Coinsanity,0x0C3F22,Toy Aisles,Double Jump and Ledge Grab and Push and (Laser or Spin or Disc Launcher),,Double Jump and Rocket Boots and (Laser or Spin or Disc Launcher),,
Al's Toy Barn,Al's Toy Barn - Toy Aisles - Bike Shelves #1 - Coin,Coinsanity,0x0C7638,Toy Aisles,Pole Climb and (Ledge Grab or Double Jump),,,,
Al's Toy Barn,Al's Toy Barn - Toy Aisles - Bike Shelves #2 - Coin,Coinsanity,0x0C7648,Toy Aisles,Pole Climb and (Ledge Grab or Double Jump),,,,
Al's Toy Barn,Al's Toy Barn - Toy Aisles - Bike Shelves #3 - Coin,Coinsanity,0x0C7658,Toy Aisles,Pole Climb and (Ledge Grab or Double Jump),,,,
Al's Toy Barn,Al's Toy Barn - Office - Chair - Coin,Coinsanity,0x0C76C8,Office,(Double Jump and Ledge Grab) or Pole Climb or Hover Boots,,,,
Al's Toy Barn,Al's Toy Barn - Office - Table #1 - Coin,Coinsanity,0x0C76B8,Office,(Double Jump and Ledge Grab) or Pole Climb or Hover Boots,,,,
Al's Toy Barn,Al's Toy Barn - Office - Table #2 - Coin,Coinsanity,0x0C76A8,Office,(Double Jump and Ledge Grab) or Pole Climb or Hover Boots,,,,
Al's Toy Barn,Al's Toy Barn - Office - Drawer Lock #1 - Coin,Coinsanity,0x0C3342,Office,Disc Launcher and ((Double Jump and Ledge Grab) or Pole Climb or Hover Boots),,,,
Al's Toy Barn,Al's Toy Barn - Office - Drawer Lock #2 - Coin,Coinsanity,0x0C33DA,Office,Disc Launcher and ((Double Jump and Ledge Grab) or Pole Climb or Hover Boots),,,,
Al's Toy Barn,Al's Toy Barn - Office - Drawer Lock #3 - Coin,Coinsanity,0x0C3472,Office,Disc Launcher and ((Double Jump and Ledge Grab) or Pole Climb or Hover Boots),,,,
Al's Toy Barn,Al's Toy Barn - Shipping - Hover Boot Path #1 - Coin,Coinsanity,0x0C76D8,Shipping,Hover Boots,Double Jump and Ledge Grab,,,
Al's Toy Barn,Al's Toy Barn - Shipping - Hover Boot Path #2 - Coin,Coinsanity,0x0C76E8,Shipping,Hover Boots,,,,
Al's Toy Barn,Al's Toy Barn - Shipping - Hover Boot Path #3 - Coin,Coinsanity,0x0C76F8,Shipping,Hover Boots,,,,
Al's Toy Barn,Al's Toy Barn - Shipping - Hover Boot Path #4 - Coin,Coinsanity,0x0C7708,Shipping,Hover Boots,,,,
Al's Toy Barn,Al's Toy Barn - Shipping - Little Box on Big Box Tower - Coin,Coinsanity,0x0C7718,Shipping,Double Jump and Hover Boots,,,,
Al's Toy Barn,Al's Toy Barn - Shipping - Tall Stack near Battery - Coin,Coinsanity,0x0C7768,Shipping,Double Jump and Hover Boots,,,,
Al's Toy Barn,Al's Toy Barn - Shipping - Tallest Stack near Chick - Coin,Coinsanity,0x0C7778,Shipping,Double Jump and Hover Boots,,,,
Al's Toy Barn,Al's Toy Barn - Shipping - Middle Box - Coin,Coinsanity,0x0C7758,Shipping,Double Jump or Hover Boots,,,,
Al's Toy Barn,Al's Toy Barn - Shipping - Floor Box near Rex - Coin,Coinsanity,0x0C7748,Shipping,Double Jump or Hover Boots,,,,
Al's Toy Barn,Al's Toy Barn - Shipping - Box in Wall near Rex - Coin,Coinsanity,0x0C7738,Shipping,(Double Jump and Ledge Grab) or Hover Boots,,,,
Al's Toy Barn,Al's Toy Barn - Shipping - Boss Arena Entry - Coin,Coinsanity,0x0C7788,Shipping,(Double Jump and Ledge Grab) or Hover Boots,,,,
Al's Toy Barn,Al's Toy Barn - Boss Arena - Near Battery - Coin,Coinsanity,0x0C7798,Boss Arena,(Double Jump or Hover Boots) and Pole Climb and Ledge Grab,,,,
Al's Toy Barn,Al's Toy Barn - Boss Arena - Near Door - Coin,Coinsanity,0x0C77A8,Boss Arena,(Double Jump or Hover Boots) and Pole Climb and Ledge Grab,,,,
Al's Toy Barn,Al's Toy Barn - Boss Arena - Corner Opposite Battery - Coin,Coinsanity,0x0C77B8,Boss Arena,(Double Jump or Hover Boots) and Pole Climb and Ledge Grab,,,,
Al's Toy Barn,Al's Toy Barn - Race Hallway - Above Merchandise #1 - Coin,Coinsanity,0x0C75F8,Race Hallway,Double Jump or Ledge Grab,,,,
Al's Toy Barn,Al's Toy Barn - Race Hallway - Above Merchandise #2 - Coin,Coinsanity,0x0C7608,Race Hallway,Double Jump or Ledge Grab,,,,
